,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /1.00,Q. 12 /1.00,Q. 13 /1.00,Q. 14 /1.00,Q. 15 /1.00,Q. 16 /1.00,Q. 17 /1.00,Q. 18 /1.00,Q. 19 /1.00,Q. 20 /1.00,Q. 21 /1.00,Q. 22 /1.00,Q. 23 /1.00,Q. 24 /1.00,Q. 25 /1.00,Q. 26 /1.00,Q. 27 /1.00,Q. 28 /1.00,Q. 29 /1.00,Q. 30 /1.00,Q. 31 /1.00,Q. 32 /1.00,Q. 33 /1.00,Q. 34 /1.00,Q. 35 /1.00,Q. 36 /1.00,Q. 37 /1.00,Q. 38 /1.00,Q. 39 /1.00,Q. 40 /1.00,Q. 41 /1.00,Q. 42 /1.00,Q. 43 /1.00,Q. 44 /1.00,Q. 45 /1.00,Q. 46 /1.00,Q. 47 /1.00,Q. 48 /1.00,Q. 49 /1.00,Q. 50 /1.00,Q. 51 /1.00,Q. 52 /1.00,Q. 53 /1.00,Q. 54 /1.00,Q. 55 /1.00,Q. 56 /1.00,Q. 57 /1.00,Q. 58 /1.00,Q. 59 /1.00,Q. 60 /1.00,Q. 61 /1.00,Q. 62 /1.00,Q. 63 /1.00,Q. 64 /1.00,Q. 65 /1.00,Q. 66 /1.00,Q. 67 /1.00,Q. 68 /1.00,Q. 69 /1.00,Q. 70 /1.00,Q. 71 /1.00,Q. 72 /1.00,Q. 73 /1.00,Q. 74 /1.00,Q. 75 /1.00,Q. 76 /1.00,Q. 77 /1.00,Q. 78 /1.00,Q. 79 /1.00,Q. 80 /1.00,Q. 81 /1.00,Q. 82 /1.00,Q. 83 /1.00,Q. 84 /1.00,Q. 85 /1.00,Q. 86 /1.00,Q. 87 /1.00,Q. 88 /1.00,Q. 89 /1.00,Q. 90 /1.00,Q. 91 /1.00,Q. 92 /1.00,Q. 93 /1.00,Q. 94 /1.00,Q. 95 /1.00,Q. 96 /1.00,Q. 97 /1.00,Q. 98 /1.00,Q. 99 /1.00,Q. 100 /1.00
1258,1.0,0.0,0.0,1.00,1.00,1.00,1.00,1.0,0.0,0.00,0.0,1.0,1.00,1.00,1.0,1.0,0.33,1.0,0.0,1.00,1.0,1.00,1.00,1.0,0.00,0.0,0.17,1.0,1.00,0.00,1.0,0.00,1.0,1.0,1.00,1.0,1.0,1.00,1.00,1.0,0.0,1.00,0.00,1.0,0.00,1.00,1.0,1.0,1.00,0.80,1.00,1.00,1.00,1.00,0.17,0.6,0.67,1.00,1.00,0.00,1.00,1.00,1.0,1.00,1.0,1.00,1.00,1.00,1.0,0.00,1.00,0.80,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,0.75,0.25,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.17,1.00,1.00
1259,0.0,1.0,0.0,0.00,1.00,1.00,0.20,1.0,0.0,0.00,0.0,1.0,1.00,1.00,1.0,0.0,0.40,0.0,0.0,0.00,1.0,1.00,1.00,1.0,1.00,0.5,0.0,0.33,1.00,1.00,0.0,1.00,1.0,0.0,1.00,0.0,0.6,1.00,1.00,0.0,1.0,0.50,1.00,0.4,0.00,0.00,0.0,0.25,0.00,0.00,1.00,0.00,1.00,0.50,0.50,0.8,0.50,0.00,0.17,1.00,0.00,1.00,1.0,1.00,1.0,0.00,1.00,0.00,1.0,0.00,0.67,1.00,0.00,0.60,0.00,1.00,0.67,1.00,0.50,1.00,0.25,0.50,0.50,0.60,0.17,1.00,1.00,1.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
1260,1.0,1.0,1.0,0.00,1.00,0.60,1.00,1.0,0.6,0.33,0.0,0.6,1.00,0.00,1.0,1.0,1.00,0.0,1.0,1.00,1.0,0.00,1.00,1.0,1.00,0.0,1.0,1.0,0.00,1.00,1.0,1.00,1.0,0.0,1.00,1.0,1.0,0.40,1.00,1.0,1.0,0.00,1.00,0.8,0.00,1.00,0.0,0.75,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.8,0.40,1.00,0.00,1.00,0.00,0.00,0.0,1.00,1.0,1.00,1.00,0.00,1.0,0.33,0.17,1.00,1.00,1.00,0.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,0.17,0.67,1.00,0.50,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00
1261,1.0,1.0,0.0,1.00,1.00,1.00,1.00,1.0,1.0,0.80,0.6,0.0,1.00,1.00,0.5,0.5,1.00,0.33,1.0,1.00,0.0,0.00,1.00,1.0,0.00,0.0,1.0,1.0,1.00,1.00,1.0,0.00,1.0,1.0,0.00,1.0,1.0,0.00,1.00,1.0,1.0,1.00,1.00,1.0,0.00,1.00,1.0,0.0,0.80,0.60,1.00,0.00,1.00,1.00,0.00,1.0,0.20,0.40,0.00,1.00,1.00,1.00,1.0,1.00,0.0,1.00,0.00,0.00,1.0,0.17,1.00,0.20,0.33,0.60,0.00,1.00,1.00,0.17,1.00,1.00,0.50,0.75,0.25,1.00,0.00,1.00,0.00,0.00,0.50,0.33,0.17,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
1262,0.0,0.0,1.0,0.00,0.00,1.00,0.67,1.0,1.0,0.40,0.0,0.4,1.00,1.00,1.0,0.6,1.00,0.0,0.5,0.00,1.0,1.00,1.00,1.0,0.00,1.0,0.0,1.0,1.00,0.00,0.0,1.00,0.0,1.0,1.00,0.0,1.0,0.00,1.00,1.0,1.0,1.00,1.00,1.0,1.00,1.00,1.0,1.0,1.00,0.20,0.00,0.00,1.00,1.00,1.00,0.0,0.75,0.17,1.00,0.00,1.00,1.00,0.0,0.00,1.0,1.00,1.00,0.00,0.0,0.17,0.78,1.00,0.33,0.40,0.60,0.80,1.00,1.00,0.67,1.00,0.50,0.25,1.00,0.00,0.00,1.00,0.00,0.17,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.17,0.00
1263,0.0,0.0,1.0,1.00,1.00,0.00,1.00,0.6,1.0,0.00,1.0,0.0,1.00,0.00,1.0,0.0,0.33,1.0,0.67,0.50,1.0,1.00,1.00,1.0,0.00,0.0,0.5,1.0,0.00,1.00,1.0,0.00,0.0,1.0,1.00,0.0,0.0,1.00,1.00,1.0,0.8,0.00,1.00,0.8,0.00,0.00,1.0,0.0,0.80,0.00,1.00,1.00,0.17,1.00,1.00,0.8,1.00,1.00,1.00,1.00,0.00,1.00,1.0,1.00,0.0,0.00,0.00,0.00,0.67,1.00,1.00,0.60,0.33,1.00,1.00,0.60,0.67,1.00,1.00,1.00,1.00,1.00,0.67,0.20,0.17,1.00,1.00,0.17,1.00,0.75,0.00,1.00,0.17,1.00,0.00,1.00,0.00,1.00,1.00,0.00
1264,1.0,1.0,0.0,0.00,0.00,0.00,0.00,1.0,1.0,0.00,0.0,0.4,1.00,0.00,1.0,0.0,0.33,0.67,0.67,1.00,1.0,1.00,1.00,0.5,0.00,1.0,0.0,1.0,0.00,1.00,1.0,1.00,0.0,1.0,1.00,0.0,1.0,0.40,1.00,1.0,1.0,1.00,0.50,0.4,0.00,1.00,1.0,0.0,1.00,0.00,0.00,1.00,0.50,0.17,0.00,1.0,0.60,0.50,1.00,1.00,1.00,1.00,1.0,0.00,0.0,0.00,1.00,0.00,0.0,0.80,0.33,0.60,0.67,0.80,0.00,0.60,0.75,1.00,1.00,0.75,1.00,1.00,1.00,0.0,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
1265,1.0,0.0,1.0,1.00,0.00,1.00,1.00,1.0,0.0,1.00,0.4,1.0,1.00,1.00,1.0,1.0,0.80,1.0,0.17,0.00,1.0,1.00,1.00,0.0,0.00,1.0,1.0,1.0,0.00,1.00,0.0,1.00,1.0,0.0,1.00,0.0,0.0,1.00,1.00,0.0,1.0,0.00,0.00,0.0,1.00,0.00,1.0,0.0,0.50,0.25,0.00,0.00,1.00,0.00,1.00,1.0,0.80,0.75,0.60,0.17,0.00,1.00,1.0,1.00,0.0,1.00,0.00,0.0,0.4,0.67,1.00,0.60,0.67,1.00,1.00,0.60,1.00,0.00,1.00,1.00,1.00,1.00,0.33,0.17,0.00,1.00,0.00,1.00,1.00,0.00,0.50,0.67,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1266,1.0,1.0,1.0,1.00,1.00,0.00,1.00,0.6,1.0,0.00,0.4,0.0,1.00,1.00,1.0,0.33,0.00,1.0,1.0,0.00,1.0,1.00,1.00,0.0,1.00,0.5,1.0,1.0,0.00,0.00,1.0,1.00,0.0,1.0,1.00,1.0,1.0,1.00,1.00,0.0,0.0,1.00,1.00,1.0,0.00,1.00,1.0,1.0,1.00,0.50,0.00,0.50,0.50,0.17,1.00,1.0,0.80,0.50,0.60,1.00,1.00,1.00,1.0,1.00,1.0,0.00,1.00,1.00,0.0,0.80,0.00,0.33,1.00,0.60,0.80,0.00,1.00,0.00,1.00,1.00,0.50,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.17,1.00,1.00
1267,1.0,0.0,1.0,1.00,1.00,1.00,0.00,0.0,1.0,0.67,0.8,1.0,0.67,1.00,1.0,1.0,1.00,0.67,0.8,1.00,1.0,1.00,1.00,0.0,0.00,1.0,0.0,1.0,1.00,0.00,0.0,0.00,0.0,1.0,0.00,0.0,1.0,1.00,1.00,1.0,0.0,1.00,0.00,0.8,1.00,0.00,1.0,0.0,0.00,1.00,0.25,0.00,1.00,0.17,0.50,0.8,0.50,0.75,0.00,0.67,0.00,1.00,1.0,0.00,1.0,1.00,0.00,0.00,0.0,0.67,0.00,1.00,0.00,0.33,0.67,0.80,1.00,0.75,1.00,0.50,1.00,1.00,1.00,1.00,0.17,1.00,1.00,1.00,1.00,0.00,0.67,0.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00
1268,0.0,0.0,1.0,1.00,0.00,0.00,1.00,0.0,1.0,0.00,0.4,0.6,1.00,0.00,1.0,1.0,0.80,0.33,0.2,0.00,0.0,0.00,1.00,0.0,0.00,0.0,1.0,0.67,0.00,0.00,0.0,1.00,0.0,0.0,1.00,1.0,1.0,0.00,1.00,0.0,0.0,0.00,0.00,0.0,1.00,1.00,1.0,0.0,0.25,1.00,1.00,0.00,1.00,0.00,0.00,0.8,0.00,0.60,0.25,0.67,1.00,1.00,1.0,0.00,0.0,1.00,0.00,0.00,0.7,0.00,0.00,0.00,0.67,0.60,1.00,0.80,1.00,1.00,0.00,0.50,1.00,0.50,0.75,0.33,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1269,0.0,1.0,0.0,1.00,1.00,1.00,0.00,0.0,1.0,0.00,0.8,1.0,0.33,1.00,1.0,0.0,0.00,0.0,0.0,0.00,1.0,0.00,0.00,1.0,0.00,1.0,0.0,1.0,1.00,0.00,0.0,1.00,1.0,0.0,1.00,1.0,1.0,0.80,0.00,1.0,1.0,0.00,0.00,0.8,0.00,1.00,0.0,1.0,1.00,0.50,0.00,0.00,1.00,0.50,0.00,0.8,0.25,0.25,0.00,0.20,1.00,0.00,1.0,0.00,1.0,0.00,1.00,1.00,0.67,0.00,0.60,0.33,0.60,1.00,0.50,0.60,0.67,1.00,1.00,0.75,0.50,1.00,1.00,1.00,1.00,1.00,0.50,0.33,1.00,1.00,0.50,0.50,0.50,0.00,1.00,0.00,0.00,0.00,1.00,0.00
1270,0.0,0.0,1.0,1.00,0.50,0.80,0.40,0.0,1.0,0.00,0.0,0.0,0.00,1.00,1.0,0.0,1.00,0.33,0.6,0.50,1.0,1.00,1.00,0.0,0.00,0.5,0.0,0.5,0.00,0.00,1.0,1.00,0.0,1.0,1.00,0.0,1.0,1.00,0.00,1.0,0.5,0.00,0.00,0.6,0.00,0.00,1.0,1.0,0.0,0.00,0.00,0.00,0.17,0.50,1.00,0.0,0.20,0.60,0.25,0.0,0.00,0.00,0.0,0.00,0.0,1.00,1.00,0.00,0.0,0.00,0.00,1.00,0.40,0.00,0.80,0.80,0.75,1.00,0.67,1.00,0.50,0.50,0.25,0.0,0.00,0.0,1.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,1.0,1.0,1.0,0.00,1.00,1.00,1.00,1.0,1.0,1.00,0.0,0.0,1.00,0.00,1.0,1.0,1.00,0.0,0.2,0.50,1.0,0.00,1.00,1.0,0.00,1.0,0.5,0.0,1.00,0.00,1.0,0.00,1.0,1.0,1.00,0.0,1.0,0.40,1.00,0.0,1.0,1.00,0.00,1.0,1.00,1.00,1.0,0.0,1.00,1.00,1.00,1.00,0.00,1.00,0.17,0.8,0.17,0.75,0.40,1.00,1.00,1.00,1.0,1.00,0.0,1.00,1.00,0.00,1.0,0.50,1.00,0.00,0.60,0.60,1.00,1.00,0.67,1.00,0.50,1.00,0.75,1.00,0.25,0.60,0.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.17,0.17,1.00,1.00
1272,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,1.0,1.00,1.0,0.0,1.00,1.00,0.0,0.0,1.00,0.2,0.0,1.00,0.0,1.00,0.50,0.0,0.00,0.0,1.0,0.0,0.00,0.00,0.0,0.00,1.0,1.0,1.00,0.0,1.0,0.00,1.00,1.0,0.0,0.00,0.00,1.0,1.00,0.00,0.0,0.0,0.25,0.00,0.00,0.00,0.00,0.50,0.33,0.0,0.20,0.25,0.00,0.13,0.00,0.00,0.0,1.00,0.0,0.00,0.00,0.00,0.5,0.00,0.11,0.20,0.60,0.80,1.00,0.40,0.00,0.00,0.33,0.50,0.50,0.67,0.00,0.20,0.00,0.00,1.00,0.50,0.00,0.50,0.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1273,1.0,0.0,1.0,0.00,1.00,0.00,0.00,1.0,0.0,0.00,1.0,1.0,0.00,0.00,0.17,0.17,0.20,0.0,0.0,0.00,0.0,1.00,1.00,1.0,0.00,0.0,0.17,0.0,0.00,1.00,0.0,1.00,0.0,0.0,0.00,0.0,0.0,1.00,0.60,0.0,0.0,1.00,0.00,0.2,0.00,0.00,1.0,0.0,0.40,1.00,0.50,0.25,0.17,0.00,0.00,0.6,0.80,0.75,0.25,0.00,0.00,0.00,1.0,1.00,0.0,1.00,0.00,0.00,0.2,0.60,0.00,0.50,0.33,0.40,1.00,1.00,0.50,0.50,1.00,0.25,0.67,0.00,0.25,0.00,0.00,1.00,0.00,0.00,1.00,0.50,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1274,0.0,1.0,0.0,1.00,0.00,0.00,0.00,1.0,1.0,1.00,1.0,0.0,0.00,1.00,0.0,0.8,0.00,0.5,0.4,0.00,1.0,0.00,0.50,1.0,0.00,0.0,1.0,0.5,1.00,0.00,1.0,0.00,1.0,1.0,0.00,0.0,1.0,0.00,0.00,1.0,1.0,0.00,0.00,0.0,1.00,1.00,0.0,0.0,0.00,0.50,0.00,0.00,1.00,0.75,0.17,0.25,0.50,0.50,0.60,0.20,0.00,0.00,0.0,1.00,0.0,0.00,0.00,0.00,0.33,0.00,0.00,0.60,1.00,0.00,0.60,0.00,1.00,1.00,1.00,0.50,0.75,0.67,0.50,0.17,0.00,0.00,0.00,0.50,0.33,0.00,0.00,0.00,1.00,0.33,0.00,1.00,0.00,0.00,0.33,0.00
1275,1.0,1.0,0.0,1.00,1.00,0.00,0.60,1.0,1.0,1.00,1.0,0.0,1.00,1.00,0.17,0.0,1.00,0.6,1.0,1.00,1.0,1.00,1.00,0.0,0.00,1.0,1.0,0.5,0.00,1.00,1.0,0.00,1.0,0.0,1.00,1.0,1.0,1.00,1.00,1.0,1.0,1.00,1.00,0.0,1.00,1.00,0.0,1.0,1.00,1.00,1.00,1.00,0.17,1.00,1.00,0.8,1.00,1.00,0.00,0.60,1.00,1.00,1.0,1.00,1.0,1.00,1.00,1.00,1.0,1.00,0.78,1.00,1.00,1.00,0.67,0.80,0.00,1.00,1.00,1.00,1.00,0.50,0.25,1.00,1.00,1.00,0.67,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.17,1.00,1.00,1.00,1.00
1276,1.0,0.0,1.0,0.00,0.00,0.00,1.00,0.2,0.0,1.00,1.0,0.0,0.17,1.00,1.0,0.0,0.67,1.0,0.4,0.00,0.0,1.00,1.00,0.0,0.00,0.0,0.0,1.0,1.00,0.00,0.0,0.00,0.0,1.0,0.00,1.0,0.0,0.60,0.00,0.5,1.0,0.00,1.00,0.4,1.00,1.00,1.0,1.0,1.00,0.50,0.20,0.00,0.00,0.00,0.00,0.8,0.50,0.40,0.75,0.00,1.00,1.00,1.0,0.00,0.0,0.00,0.00,1.00,0.0,0.40,0.33,0.00,1.00,0.00,0.60,0.40,1.00,0.83,0.50,0.50,0.75,0.50,1.00,0.60,1.00,1.00,0.00,0.33,0.33,1.00,0.00,0.00,0.00,0.33,0.00,1.00,1.00,0.00,1.00,0.00
1277,0.0,0.0,0.0,1.00,0.00,0.00,1.00,0.0,0.0,1.00,0.4,0.0,0.00,1.00,0.0,0.5,0.33,0.4,0.33,1.00,1.0,1.00,0.50,0.0,0.00,0.5,0.0,1.0,0.00,1.00,0.0,0.00,1.0,1.0,0.00,1.0,0.0,0.00,0.00,0.0,1.0,0.00,0.00,0.0,0.00,0.00,0.0,0.0,0.00,1.00,0.00,1.00,0.50,0.75,0.33,0.75,1.00,0.50,0.40,0.33,1.00,0.00,0.0,0.00,0.0,0.00,0.00,0.00,0.2,0.70,0.00,1.00,0.33,0.00,0.60,0.80,0.67,1.00,0.75,0.50,1.00,0.75,0.00,0.00,0.00,0.00,1.00,1.00,0.67,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
1278,0.0,1.0,1.0,1.00,0.00,0.40,1.00,0.0,1.0,0.00,1.0,1.0,0.00,0.00,1.0,1.0,1.00,0.6,1.0,0.00,0.0,1.00,1.00,0.0,0.00,1.0,1.0,1.0,1.00,0.00,1.0,1.00,1.0,0.0,1.00,0.0,1.0,1.00,1.00,1.0,0.9,0.00,0.00,1.0,1.00,1.00,0.0,1.0,0.00,1.00,0.50,1.00,0.17,1.00,0.50,0.75,1.00,1.00,1.00,1.00,1.00,0.00,1.0,1.00,1.0,1.00,1.00,0.00,0.67,0.40,1.00,0.00,0.80,1.00,1.00,0.60,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.60,1.00,1.00,0.67,1.00,0.00,1.00,0.67,1.00,0.67,1.00,0.00,1.00,1.00,1.00,0.00,0.00
1279,1.0,0.0,1.0,0.00,0.00,0.00,1.00,0.0,1.0,0.00,1.0,1.0,1.00,1.00,0.67,0.0,0.80,1.0,0.0,0.00,1.0,1.00,0.00,0.0,0.00,1.0,1.0,0.17,1.00,0.00,0.0,1.00,0.0,0.0,1.00,0.0,1.0,1.00,1.00,1.0,0.3,0.00,1.00,0.8,1.00,0.00,0.0,0.0,1.00,0.00,0.00,0.00,1.00,0.00,0.33,1.0,0.40,0.40,0.75,0.63,1.00,1.00,0.0,1.00,1.0,1.00,1.00,0.00,0.0,0.50,0.90,0.40,0.80,0.00,0.67,0.80,0.80,1.00,0.00,0.75,1.00,0.38,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00
1280,1.0,1.0,1.0,1.00,1.00,0.00,1.00,1.0,0.0,0.00,0.8,0.0,1.00,0.00,1.0,1.0,1.00,0.67,0.67,0.50,1.0,1.00,1.00,1.0,0.00,1.0,0.0,1.0,1.00,0.00,1.0,0.00,1.0,0.0,1.00,1.0,1.0,1.00,1.00,0.0,1.0,0.00,0.00,1.0,1.00,1.00,1.0,1.0,1.00,1.00,0.50,0.00,0.75,1.00,0.00,0.4,1.00,0.80,1.00,1.00,1.00,1.00,0.0,0.00,0.0,1.00,0.00,0.00,0.0,1.00,0.80,1.00,0.33,1.00,1.00,0.60,0.67,1.00,0.50,1.00,1.00,1.00,0.75,0.60,1.00,1.00,1.00,0.00,0.50,1.00,0.67,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00
1281,0.0,0.0,0.0,0.00,1.00,1.00,0.00,0.0,1.0,0.00,0.0,0.0,1.00,0.17,1.0,1.0,0.20,0.2,0.0,0.00,0.0,1.00,1.00,0.0,0.00,1.0,0.5,1.0,1.00,0.00,0.0,0.00,1.0,0.0,1.00,1.0,0.0,0.00,0.20,0.4,1.0,1.00,1.00,0.4,0.00,0.00,0.0,0.0,1.00,1.00,0.00,0.00,0.50,0.00,1.00,0.0,0.00,0.00,0.40,0.17,0.00,1.00,0.0,0.00,1.0,0.00,0.00,0.00,0.4,1.00,0.50,1.00,0.00,0.00,0.20,0.00,1.00,0.40,1.00,0.50,0.38,0.50,0.25,0.60,0.00,1.00,0.00,1.00,0.00,0.67,1.00,0.00,1.00,1.00,1.00,0.00,0.17,1.00,1.00,1.00
1282,1.0,0.0,1.0,0.00,1.00,0.00,1.00,1.0,1.0,0.80,0.4,1.0,1.00,0.00,0.0,0.0,0.00,1.0,0.67,0.17,0.0,0.00,1.00,0.0,0.00,1.0,0.0,1.0,1.00,1.00,1.0,1.00,0.0,0.0,0.00,0.0,1.0,0.00,0.00,0.0,1.0,1.00,1.00,1.0,0.00,0.00,1.0,1.0,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.0,1.00,1.00,0.80,1.00,1.00,1.00,0.0,1.00,1.0,0.00,1.00,0.00,0.6,1.00,1.00,1.00,0.00,1.00,0.40,0.80,0.33,1.00,0.60,0.75,0.50,0.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.75,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00
1283,0.0,1.0,1.0,0.00,1.00,1.00,0.20,0.0,0.0,0.00,1.0,0.0,1.00,1.00,1.0,1.0,0.00,0.4,0.0,0.00,1.0,1.00,1.00,0.0,0.00,1.0,1.0,0.0,0.00,0.00,1.0,0.00,1.0,1.0,0.00,1.0,0.4,0.80,0.00,0.0,0.7,1.00,0.00,1.0,0.00,0.00,0.0,0.0,0.25,0.00,0.00,0.00,0.75,0.00,1.00,0.6,1.00,0.00,0.60,0.20,1.00,1.00,0.0,0.00,0.0,1.00,0.00,0.00,0.8,0.17,1.00,0.40,0.00,1.00,1.00,0.80,0.75,0.83,1.00,0.25,0.67,1.00,0.50,1.00,1.00,0.00,0.00,1.00,0.67,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00
1284,0.0,1.0,0.0,0.00,0.00,0.80,0.00,0.0,0.0,1.00,0.6,0.0,0.17,1.00,1.0,0.0,0.00,0.33,1.0,0.33,1.0,1.00,0.50,0.0,0.00,0.5,0.0,1.0,0.00,0.00,0.0,0.00,1.0,0.0,1.00,0.0,0.0,1.00,0.00,1.0,0.0,1.00,1.00,0.8,1.00,0.00,0.0,1.0,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.2,0.25,1.00,0.20,1.00,1.00,1.00,1.0,0.00,1.0,0.00,0.00,0.00,0.0,0.00,0.70,0.60,0.20,1.00,0.67,1.00,0.67,0.50,1.00,0.50,1.00,1.00,0.25,0.17,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.67,0.17,1.00,0.17
1285,0.0,1.0,1.0,0.00,0.00,1.00,0.00,0.0,0.0,0.00,0.0,1.0,1.00,0.00,0.0,0.0,0.67,0.67,1.0,1.00,1.0,1.00,1.00,0.0,0.00,0.0,0.5,1.0,1.00,1.00,0.0,1.00,0.0,1.0,1.00,0.0,1.0,1.00,0.00,0.0,0.0,1.00,0.00,0.8,0.00,0.00,1.0,1.0,0.50,0.00,0.00,0.00,1.00,0.17,1.00,1.0,0.80,0.75,1.00,0.40,1.00,1.00,1.0,1.00,0.0,0.00,1.00,0.00,0.8,0.50,0.00,1.00,0.80,0.17,0.60,1.00,1.00,0.00,0.33,1.00,0.25,1.00,0.75,0.40,1.00,1.00,1.00,1.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
1286,0.0,1.0,0.0,1.00,0.00,0.00,1.00,0.0,1.0,1.00,0.4,1.0,1.00,0.17,1.0,1.0,0.20,0.8,0.0,0.00,0.0,1.00,1.00,1.0,0.00,0.0,0.5,0.5,1.00,0.00,0.0,1.00,1.0,1.0,1.00,0.0,0.0,1.00,0.00,0.0,1.0,0.00,0.00,1.0,1.00,1.00,0.0,0.0,0.20,1.00,1.00,0.00,0.00,0.75,0.50,0.0,0.00,0.80,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,0.00,0.0,0.56,0.00,0.00,0.00,0.00,0.80,0.40,0.67,0.17,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.17,0.00,0.17,0.00,1.00,0.17,0.00,0.00
1287,0.0,1.0,0.0,1.00,0.00,1.00,0.00,0.0,1.0,1.00,0.4,0.0,1.00,0.00,1.0,1.0,0.00,0.0,0.4,0.33,1.0,1.00,1.00,0.0,1.00,0.0,0.5,0.5,0.00,1.00,1.0,1.00,0.0,1.0,1.00,0.0,1.0,0.00,1.00,1.0,1.0,1.00,0.00,0.8,0.00,0.00,1.0,0.5,1.00,1.00,0.25,1.00,0.00,1.00,1.00,0.0,0.80,0.60,0.75,0.50,0.00,1.00,1.0,1.00,1.0,1.00,1.00,0.00,0.8,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17,0.67,1.00,1.00,0.75,1.00,0.17,0.67,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
1288,1.0,1.0,0.0,1.00,0.00,0.00,1.00,0.0,0.2,1.00,1.0,0.0,1.00,1.00,1.0,1.0,1.00,0.0,1.0,0.00,1.0,0.00,1.00,1.0,0.00,0.0,1.0,1.0,0.00,1.00,1.0,0.00,0.0,1.0,1.00,1.0,1.0,0.00,0.00,0.0,0.5,0.00,0.00,0.4,1.00,1.00,1.0,1.0,1.00,0.50,1.00,1.00,1.00,0.17,1.00,1.0,1.00,0.50,0.60,1.00,0.00,1.00,1.0,1.00,1.0,1.00,1.00,1.00,0.5,1.00,0.17,1.00,0.33,1.00,1.00,0.80,0.00,1.00,0.67,0.25,0.00,0.50,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.67,0.50,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00
1289,0.0,0.0,0.0,1.00,0.00,1.00,1.00,1.0,1.0,1.00,1.0,1.0,1.00,1.00,1.0,1.0,1.00,0.0,0.4,0.00,1.0,1.00,0.0,0.0,0.0,1.0,0.0,0.0,0.00,0.00,0.0,0.00,1.0,0.0,1.00,0.0,1.0,0.60,0.00,1.0,1.0,1.00,0.00,1.0,1.00,1.00,1.0,1.0,1.00,0.0,1.00,1.00,0.00,1.00,0.75,0.5,0.80,1.00,1.00,0.80,1.00,1.00,0.0,0.00,1.0,0.0,0.00,1.00,1.0,0.67,0.80,1.00,0.0,0.0,1.00,0.80,1.00,1.00,0.00,1.00,1.00,0.75,1.00,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
